author,date,text
addi6297singh,2020-02-29 05:10:40,b'RT @DrHarjitBhatti: 25 muslim families who were hiding in hindu family houses in shyam vihar since yesterday were escorted by police &amp; brou\xe2\x80\xa6'
SharmaSumity,2020-02-29 05:10:40,"b'RT @IndiaSpeaksISD: Home Minister Amit Shah had decided to remove Shaheen Bagh protesters the day it was launched, but for outgoing Delhi P\xe2\x80\xa6'"
goldyhyder,2020-02-29 05:10:40,b'RT @anshumangaur: #HockeyIsForEveryone especially for the Indian Community and Students from India. Earlier we had a career counseling sess\xe2\x80\xa6'
Ranjithguru12,2020-02-29 05:10:41,b'Great iniatative  @BahrainVMI Proud moment #UnitedByThalapathyVIJAY #Master \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xe2\x9d\xa4'
Sam4delhi,2020-02-29 05:10:41,"b'RT @majorgauravarya: The killings in Delhi are heartbreaking. But in a bid to be seen as strongman of the Islamic world, Erdogan talks only\xe2\x80\xa6'"
rjasani9,2020-02-29 05:10:41,b'RT @TarekFatah: You lie \xe2\x81\xa6@PriyamvadaGopal\xe2\x81\xa9 when you deliberately avoid mentioning the calls by Islamist leaders for the extermination of al\xe2\x80\xa6'
Being_Deshi_Boy,2020-02-29 05:10:41,b'RT @FLOTUS: Thank you @narendramodi for welcoming me and @POTUS to your beautiful country. We were delighted to receive such a warm welcome\xe2\x80\xa6'
ShashankITSoft,2020-02-29 05:10:41,"b""RT @PoojaPrasanna4: One of these 'actors', Faizan, died today because of his injuries, you hateful demon.  #Delhi"""
rayeesiyaana,2020-02-29 05:10:42,"b""RT @BDUTT: The photograph that broke India's heart. #Mojo went on the ground to bring you the child and the family behind it. Watch, Share\xe2\x80\xa6"""
aswinkumar22jun,2020-02-29 05:10:42,b'RT @cricbuzz: The 2020 edition of the Asia Cup is set to be a T20 tournament https://t.co/OAPMU4ay5T'
vina0013,2020-02-29 05:10:42,b'RT @vivekagnihotri: Who is dividing my India? \n\nBrilliant meme by a well wisher. https://t.co/jB5KnueNCp'
SumitSa49362148,2020-02-29 05:10:42,"b'RT @dpradhanbjp: Under PM @narendramodi, for the first time in history, every village in India now has access to electricity, 70 million mo\xe2\x80\xa6'"
manishsinghm,2020-02-29 05:10:42,b'Any suffering for Noida or should we hop on Gurgaon :)'
freena_saju,2020-02-29 05:10:42,"b'RT @ashoswai: In New India, a Muslim must surrender himself to die when a Hindutva mob comes attacking. If he resists and tries to survive,\xe2\x80\xa6'"
Sheel_Cheerzz,2020-02-29 05:10:42,"b""RT @sssingh21: Another ugly example of 'divider'. 200 million Muslims are as much Indian as the rest of us. An unfortunate riot happened in\xe2\x80\xa6"""
Bugsabee,2020-02-29 05:10:42,"b'RT @AudreyTruschke: India is broken, and a great many Indians are paying a dear price in terms of lives and livelihoods.\n\nI care about and\xe2\x80\xa6'"
NPeace60,2020-02-29 05:10:42,b'But it managed our dependency on China. Bring our medical back. Use more India. They are a true democracy. Thank yo\xe2\x80\xa6 https://t.co/EwbBvIsD4D'
YogiGhosh,2020-02-29 05:10:43,"b'RT @AneesaBaluch: Terrorism spreader #PakistanArmy cannot fight conventional war with #India. It is organising, motivating, brainwashing, &amp;\xe2\x80\xa6'"
TasnimHashim,2020-02-29 05:10:43,"b'RT @ashoswai: Under Manmohan Singh, India was a major player in Afghanistan, under Modi, it has reduced to be an \xe2\x80\x98observer\xe2\x80\x99. But, Indian me\xe2\x80\xa6'"
Jeeshan7851,2020-02-29 05:10:43,"b'RT @YasirPost: While Muslims are being murdered in India, the rest of the world is too slow to condemn\nhttps://t.co/gYvQXUZbtY'"
sudheesh2003,2020-02-29 05:10:43,"b'Optimistic fans rn: well, shastri did say boom may get fifer today\n\nOptimistic fans at end of day: India suck in se\xe2\x80\xa6 https://t.co/LcGm6EzEJq'"
wind_in_grass,2020-02-29 05:10:43,"b'RT @QuickTake: \xe2\x80\x9cPeople are committing suicide because of this citizenship tangle in Assam.""\n\nMillions in India could end up in Prime Minist\xe2\x80\xa6'"
sanjaisaini,2020-02-29 05:10:43,b'RT @pbhushan1: Read this story of this cop who went beyond the call of duty to save lives by putting his own at risk. An officer true to hi\xe2\x80\xa6'
planet_curious,2020-02-29 05:10:43,"b'RT @rupagulab: It\xe2\x80\x99s a curse to be poor anywhere in the world, but more so in India. Because you are cannon fodder for violent politicians s\xe2\x80\xa6'"
jaygupta08,2020-02-29 05:10:44,"b'Was just going through @ImranKhanPTI profile , chacha r u PM of India or #Pakistan . N c have enough opposition par\xe2\x80\xa6 https://t.co/M4O1zIjRoe'"
pookoo_2000,2020-02-29 05:10:44,"b'RT @AshaRangappa_: Is this supposed to be a positive? Lack of sleep contributes to poor brain functioning, lower immunity, and overall poor\xe2\x80\xa6'"
KamranA55535496,2020-02-29 05:10:44,"b'RT @ashoswai: In New India, a Muslim must surrender himself to die when a Hindutva mob comes attacking. If he resists and tries to survive,\xe2\x80\xa6'"
NooriBaig,2020-02-29 05:10:44,b'RT @ZaidZamanHamid: This will explain to you what virus is infecting India today....! \nNeed I say anything more? \n1000 years of slavery und\xe2\x80\xa6'
MoinoLogics,2020-02-29 05:10:44,b'RT @KhaledBeydoun: During the Muslim slaughter in #Delhi:\n\n\xe2\x9c\x94\xef\xb8\x8fChristian leaders opened up their Churches to injured &amp; afraid Muslims\n\n\xe2\x9c\x94\xef\xb8\x8fSikh\xe2\x80\xa6'
ikram0077,2020-02-29 05:10:44,"b'RT @SushantSin: From February 23 to 26, the number of distress calls to the police control room rose sharply, from 700 on 23rd, to 3,500 on\xe2\x80\xa6'"
_dforce,2020-02-29 05:10:44,b'RT @akm1410: Why does arnab wear sunglasses inside the cabin? https://t.co/N5NP5kXqLZ'
GrandTweetsPost,2020-02-29 05:10:44,"b'RT @SoStarMusic: Delhi riots: Muslim women recall horror of Molotov cocktails and arson\n\n""From our window, we could see another Muslim neig\xe2\x80\xa6'"
JATTlANA,2020-02-29 05:10:44,b'RT @kanwar17: 1984: My nana had to remove his pagh while traveling on a bus in India so the mobs outside wouldn\xe2\x80\x99t kill him for being Sikh\xe2\x80\xa6'
Shivam13730374,2020-02-29 05:10:44,"b'RT @itsManuIN: @Pravinv99 @PhonePe_ @PhonePeSupport Done!!\nSome converted pigs proudly asking about gulf oil, salo Madarsachapo India also\xe2\x80\xa6'"
Catgirl_Gaymer,2020-02-29 05:10:45,"b'RT @lksriv: This is incredibly difficult to watch, but the world should not look away. \nThis is the setting for a mass atrocity. This is ho\xe2\x80\xa6'"
23_rahulr,2020-02-29 05:10:45,"b'RT @SportstarScores: Tight bowling from India so far, picking up three wickets in the first 10 overs. SL 52/3. #INDvSL #T20WorldCup \n\nLive\xe2\x80\xa6'"
jaitanakaa,2020-02-29 05:10:45,b'RT @cjwerleman: WARNING: a mob of Hindutva thugs near an already unconscious Muslim man with rods and sticks.\n\nWhat more can be said about\xe2\x80\xa6'
NH_India,2020-02-29 05:10:45,b'The chance of #COVID19 turning into a global pandemic is very real. #Coronavirus #CoronavirusOutbreak https://t.co/9SaMBfM1sw'
AshimaSingh9,2020-02-29 05:10:45,b'RT @AdityaMenon22: The mosque near Shahjahanabad Apartments in Dwarka was attacked at around 2.30 am last night. The attackers threw stones\xe2\x80\xa6'
Raja12976428,2020-02-29 05:10:45,b'@AmitShah You are great home minister of India'
AkashCh22054066,2020-02-29 05:10:45,"b""RT @Akshatu85024412: #NTPC2019 \n@narendramodi \nRespected sir, you take pride in India's largest youth population but you don't know what ki\xe2\x80\xa6"""
chatukarita_2,2020-02-29 05:10:45,b'RT @kamaalrkhan: 12 Hindu billionaires live in the UAE instead of India because they don\xe2\x80\x99t feel safe in India. But they feel more safe in a\xe2\x80\xa6'
wmnpil,2020-02-29 05:10:45,b'RT @gotthesin: and Muslims still the terrorists they said'
pankajja5050,2020-02-29 05:10:45,b'RT @TahirGora: Turkey has blocked Internet and social media access after a deadly attack on Turkish soldiers. Would Turkey now understand I\xe2\x80\xa6'
BlogMandal,2020-02-29 05:10:45,b'Trouble in BHU as students seek VC\xe2\x80\x99s removal \xe2\x80\x93 Times of\xc2\xa0India https://t.co/KUP7pGr6NC'
narendrapjoshi,2020-02-29 05:10:45,"b'RT @dharmicverangna: The biggest #HinduGenocide in the history of modern India has been forgotten by the world !\n\nBut, Ma Sharika ki kasam\xe2\x80\xa6'"
JustoneK7,2020-02-29 05:10:45,"b'@happyshiv123 @ABookReader1 @vivekagnihotri True, if India was poor nobody would have bothered. Wealth is the great\xe2\x80\xa6 https://t.co/jKbEhbZFvj'"
AbdulAz22729340,2020-02-29 05:10:46,b'RT @UrbanXpat: What made you think that I will follow him? He said that India will become Syria if court gives the land back to Muslims for\xe2\x80\xa6'
carolyn1315,2020-02-29 05:10:46,"b""RT @TomJChicago: Mulvaney, a Trump enabler, is making excuses for what is actually Trump's dementia ravaged condition. If he went 48 hours\xe2\x80\xa6"""
vijaysdabade,2020-02-29 05:10:46,b'@KarunaGopal1 @fgautier26 Funding of Indian media &amp; puppet journalists should be seriously investigated. Persons wh\xe2\x80\xa6 https://t.co/IATePesbfy'
Bravopapa16,2020-02-29 05:10:46,b'RT @TahirGora: . @BernieSanders You are creating Hinduphobia in the hearts of Muslims for your votes. Amongst those killed in Delh are Musl\xe2\x80\xa6'
CGSPhaniSai,2020-02-29 05:10:46,b'RT @TahirGora: . @BernieSanders You are creating Hinduphobia in the hearts of Muslims for your votes. Amongst those killed in Delh are Musl\xe2\x80\xa6'
libralg,2020-02-29 05:10:46,"b'RT @majorgauravarya: The killings in Delhi are heartbreaking. But in a bid to be seen as strongman of the Islamic world, Erdogan talks only\xe2\x80\xa6'"
jay_shyara,2020-02-29 05:10:46,b'I am not waiting for IPL!\nI AM WAITING FOR MY GOD MS DHONI .\xf0\x9f\x99\x8f\nI LOVE YOU MAHIBHAI\nAB JALDI SE 29TH MARCH AAJAI TO M\xe2\x80\xa6 https://t.co/cOoz0mObmB'
s_kindia1,2020-02-29 05:10:46,b'RT @imMAK02: A mosque was attacked in Dwarka on Friday early Morning.\n\nAccording to residents attackers pelted stones and shouted Jai Sri R\xe2\x80\xa6'
services_ns,2020-02-29 05:10:46,b'Photos: Ranveer Singh wears a black t-shirt with the most unexpected pants for his outing in the city! \xe2\x80\x93 Times of\xc2\xa0I\xe2\x80\xa6 https://t.co/6aOEWgVjsZ'
sachin_g_k,2020-02-29 05:10:46,b'RT @EdwardGLuce: \xe2\x80\x9cIndia is being led by a man whose political career is marked by the blood of innocents\xe2\x80\x9d. The fearless @RanaAyyub on the s\xe2\x80\xa6'
RV_Vickram,2020-02-29 05:10:46,b'@HafeezRohail @HamidMirPAK Yeh 90000 ne India is fantastic bola tha https://t.co/K1ujrYVe2Y'
PapiChu73163735,2020-02-29 05:10:47,b'RT @AnandWrites: India is a red-alert story every media outlet needs to be more focused on.'
realfd1954,2020-02-29 05:10:47,b'RT @ruthbenghiat: The heroic male leader who does not need sleep- people said the same thing about Mussolini and Hitler (the latter also ha\xe2\x80\xa6'
bmt_sabary,2020-02-29 05:10:47,"b'RT @untukmu25: O all Indonesian Muslims, does that not make us sad from the cruelty of Hindutva thugs against Muslim brothers and sisters i\xe2\x80\xa6'"
